employee code,agency emp id,employee name,source name,business unit,client name,cost center,pay calendar,shift name,process date,day,punch in time,punch out time,total hours,status,punch in terminal,punch out temrinal,is justified,status2
OB60800,PT117600,FATIMA MOHSEN SAMIR,OUTSOURCE,eMinds,SMB-41984,20085-SMB-SALES-CW41984,48 Hours Weekly,SMB DIGITAL BACK OFFICE,28-AUG-2026,Friday,28-AUG-2026 07:44:32 AM,28-AUG-2026 05:42:32 PM,09:58,Present,DXB-HQ-GF-GATE01 ENTRY,AUH-TWR-L01-D002 EXIT,,
OB60800,PT117600,FATIMA MOHSEN SAMIR,OUTSOURCE,eMinds,SMB-41984,20085-SMB-SALES-CW41984,48 Hours Weekly,SMB DIGITAL BACK OFFICE,29-AUG-2026,Saturday,,,,Weekly Off,,,,
OB60800,PT117600,FATIMA MOHSEN SAMIR,OUTSOURCE,eMinds,SMB-41984,20085-SMB-SALES-CW41984,48 Hours Weekly,SMB DIGITAL BACK OFFICE,30-AUG-2026,Sunday,,,,Weekly Off,,,,
OB60800,PT117600,FATIMA MOHSEN SAMIR  ,OUTSOURCE,eMinds,SMB-41984,20085-SMB-SALES-CW41984,48 Hours Weekly,SMB DIGITAL BACK OFFICE,31-AUG-2026,Monday,,,,Absent,,,N,
OB60801,PT117601,MARIAM IBRAHIM IBRAHIM,OUTSOURCE,eMinds,SMB-41985,20085-SMB-SALES-CW41985,48 Hours Weekly,SMB-PRIME&BD-KAM-1,01-AUG-2026,Saturday,,,,Weekly Off,,,,
OB60801,PT117601,MARIAM IBRAHIM IBRAHIM,OUTSOURCE,eMinds,SMB-41985,20085-SMB-SALES-CW41985,48 Hours Weekly,SMB-PRIME&BD-KAM-1,02-AUG-2026,Sunday,,,,Weekly Off,,,,
OB60801,PT117601,MARIAM IBRAHIM IBRAHIM,OUTSOURCE,eMinds,SMB-41985,20085-SMB-SALES-CW41985,48 Hours Weekly,SMB-PRIME&BD-KAM-1,03-AUG-2026,Monday,,,,WFH,,,,
OB60801,PT117601,MARIAM IBRAHIM IBRAHIM,OUTSOURCE,eMinds,SMB-41985,20085-SMB-SALES-CW41985,48 Hours Weekly,SMB-PRIME&BD-KAM-1,04-AUG-2026,Tuesday,04-AUG-2026 07:29:14 AM,04-AUG-2026 05:09:14 PM,09:40,Present,SHJ-HRB-L03-D040 LOBBY ENTRY,SHJ-MSCP-GF-GATE04-TS EXIT EXIT,,
OB60801,PT117601,MARIAM IBRAHIM IBRAHIM  ,OUTSOURCE,eMinds,SMB-41985,20085-SMB-SALES-CW41985,48 Hours Weekly,SMB-PRIME&BD-KAM-1,05-AUG-2026,Wednesday,05-AUG-2026 08:01:00 AM,05-AUG-2026 05:06:00 PM,09:05,Present,AUH-TWR-L01-D002 ENTRY,SHJ-MSCP-GF-GATE04-TS EXIT EXIT,,
OB60801,PT117601,MARIAM IBRAHIM IBRAHIM  ,OUTSOURCE,eMinds,SMB-41985,20085-SMB-SALES-CW41985,48 Hours Weekly,SMB-PRIME&BD-KAM-1,06-AUG-2026,Thursday,06-AUG-2026 08:06:35 AM,06-AUG-2026 04:49:35 PM,08:43,Present,SHJ-HRB-L03-D040 LOBBY ENTRY,AUH-TWR-L01-D002 EXIT,,
OB60801,PT117601,MARIAM IBRAHIM IBRAHIM,OUTSOURCE,eMinds,SMB-41985,20085-SMB-SALES-CW41985,48 Hours Weekly,SMB-PRIME&BD-KAM-1,07-AUG-2026,Friday,07-AUG-2026 08:36:01 AM,07-AUG-2026 06:18:01 PM,09:42,Present,SHJ-HRB-L03-D040 LOBBY ENTRY,SHJ-MSCP-GF-GATE04-TS EXIT EXIT,,
OB60801,PT117601,MARIAM IBRAHIM IBRAHIM,OUTSOURCE,eMinds,SMB-41985,20085-SMB-SALES-CW41985,48 Hours Weekly,SMB-PRIME&BD-KAM-1,08-AUG-2026,Saturday,,,,Weekly Off,,,,
OB60801,PT117601,MARIAM IBRAHIM IBRAHIM  ,OUTSOURCE,eMinds,SMB-41985,20085-SMB-SALES-CW41985,48 Hours Weekly,SMB-PRIME&BD-KAM-1,09-AUG-2026,Sunday,,,,Weekly Off,,,,
OB60801,PT117601,MARIAM IBRAHIM IBRAHIM,OUTSOURCE,eMinds,SMB-41985,20085-SMB-SALES-CW41985,48 Hours Weekly,SMB-PRIME&BD-KAM-1,10-AUG-2026,Monday,,,,Sick Leave,,,,
OB60801,PT117601,MARIAM IBRAHIM IBRAHIM,OUTSOURCE,eMinds,SMB-41985,20085-SMB-SALES-CW41985,48 Hours Weekly,SMB-PRIME&BD-KAM-1,11-AUG-2026,Tuesday,,,,Annual Leave,,,,
OB60801,PT117601,MARIAM IBRAHIM IBRAHIM,OUTSOURCE,eMinds,SMB-41985,20085-SMB-SALES-CW41985,48 Hours Weekly,SMB-PRIME&BD-KAM-1,12-AUG-2026,Wednesday,12-AUG-2026 08:05:01 AM,12-AUG-2026 04:51:01 PM,08:46,Present,SHJ-HRB-L03-D040 LOBBY ENTRY,SHJ-MSCP-GF-GATE04-TS EXIT EXIT,,
OB60801,PT117601,MARIAM IBRAHIM IBRAHIM,OUTSOURCE,eMinds,SMB-41985,20085-SMB-SALES-CW41985,48 Hours Weekly,SMB-PRIME&BD-KAM-1,13-AUG-2026,Thursday,13-AUG-2026 08:04:22 AM,,,Present,AUH-TWR-L01-D002 ENTRY,,,
OB60801,PT117601,MARIAM IBRAHIM IBRAHIM,OUTSOURCE,eMinds,SMB-41985,20085-SMB-SALES-CW41985,48 Hours Weekly,SMB-PRIME&BD-KAM-1,14-AUG-2026,Friday,14-AUG-2026 07:31:47 AM,14-AUG-2026 04:58:47 PM,09:27,Present,AUH-TWR-L01-D002 ENTRY,DXB-HQ-GF-GATE01 EXIT,,
OB60801,PT117601,MARIAM IBRAHIM IBRAHIM,OUTSOURCE,eMinds,SMB-41985,20085-SMB-SALES-CW41985,48 Hours Weekly,SMB-PRIME&BD-KAM-1,15-AUG-2026,Saturday,,,,Weekly Off,,,,
OB60801,PT117601,MARIAM IBRAHIM IBRAHIM,OUTSOURCE,eMinds,SMB-41985,20085-SMB-SALES-CW41985,48 Hours Weekly,SMB-PRIME&BD-KAM-1,16-AUG-2026,Sunday,,,,Weekly Off,,,,
OB60801,PT117601,MARIAM IBRAHIM IBRAHIM,OUTSOURCE,eMinds,SMB-41985,20085-SMB-SALES-CW41985,48 Hours Weekly,SMB-PRIME&BD-KAM-1,17-AUG-2026,Monday,17-AUG-2026 08:41:11 AM,17-AUG-2026 06:09:11 PM,09:28,Present,AUH-TWR-L01-D002 ENTRY,DXB-HQ-GF-GATE01 EXIT,,
OB60801,PT117601,MARIAM IBRAHIM IBRAHIM,OUTSOURCE,eMinds,SMB-41985,20085-SMB-SALES-CW41985,48 Hours Weekly,SMB-PRIME&BD-KAM-1,18-AUG-2026,Tuesday,18-AUG-2026 07:06:39 AM,18-AUG-2026 03:27:39 PM,08:21,Present,AUH-TWR-L01-D002 ENTRY,AUH-TWR-L01-D002 EXIT,,
OB60801,PT117601,MARIAM IBRAHIM IBRAHIM,OUTSOURCE,eMinds,SMB-41985,20085-SMB-SALES-CW41985,48 Hours Weekly,SMB-PRIME&BD-KAM-1,19-AUG-2026,Wednesday,19-AUG-2026 07:46:19 AM,19-AUG-2026 05:40:19 PM,09:54,Present,AUH-TWR-L01-D002 ENTRY,DXB-HQ-GF-GATE01 EXIT,,
OB60801,PT117601,MARIAM IBRAHIM IBRAHIM,OUTSOURCE,eMinds,SMB-41985,20085-SMB-SALES-CW41985,48 Hours Weekly,SMB-PRIME&BD-KAM-1,20-AUG-2026,Thursday,20-AUG-2026 08:34:10 AM,20-AUG-2026 05:54:10 PM,09:20,Present,SHJ-HRB-L03-D040 LOBBY ENTRY,DXB-HQ-GF-GATE01 EXIT,,
OB60801,PT117601,MARIAM IBRAHIM IBRAHIM,OUTSOURCE,eMinds,SMB-41985,20085-SMB-SALES-CW41985,48 Hours Weekly,SMB-PRIME&BD-KAM-1,21-AUG-2026,Friday,21-AUG-2026 07:25:28 AM,21-AUG-2026 03:57:28 PM,08:32,Present,DXB-HQ-GF-GATE01 ENTRY,DXB-HQ-GF-GATE01 EXIT,,
OB60801,PT117601,MARIAM IBRAHIM IBRAHIM,OUTSOURCE,eMinds,SMB-41985,20085-SMB-SALES-CW41985,48 Hours Weekly,SMB-PRIME&BD-KAM-1,22-AUG-2026,Saturday,,,,Weekly Off,,,,
OB60801,PT117601,MARIAM IBRAHIM IBRAHIM,OUTSOURCE,eMinds,SMB-41985,20085-SMB-SALES-CW41985,48 Hours Weekly,SMB-PRIME&BD-KAM-1,23-AUG-2026,Sunday,,,,Weekly Off,,,,
OB60801,PT117601,MARIAM IBRAHIM IBRAHIM,OUTSOURCE,eMinds,SMB-41985,20085-SMB-SALES-CW41985,48 Hours Weekly,SMB-PRIME&BD-KAM-1,24-AUG-2026,Monday,24-AUG-2026 07:17:04 AM,24-AUG-2026 06:13:04 PM,10:56,Present,AUH-TWR-L01-D002 ENTRY,DXB-HQ-GF-GATE01 EXIT,,
OB60801,PT117601,MARIAM IBRAHIM IBRAHIM  ,OUTSOURCE,eMinds,SMB-41985,20085-SMB-SALES-CW41985,48 Hours Weekly,SMB-PRIME&BD-KAM-1,25-AUG-2026,Tuesday,25-AUG-2026 08:50:39 AM,25-AUG-2026 06:20:39 PM,09:30,Present,SHJ-HRB-L03-D040 LOBBY ENTRY,AUH-TWR-L01-D002 EXIT,,
OB60801,PT117601,MARIAM IBRAHIM IBRAHIM,OUTSOURCE,eMinds,SMB-41985,20085-SMB-SALES-CW41985,48 Hours Weekly,SMB-PRIME&BD-KAM-1,26-AUG-2026,Wednesday,,,,Annual Leave,,,,
OB60801,PT117601,MARIAM IBRAHIM IBRAHIM,OUTSOURCE,eMinds,SMB-41985,20085-SMB-SALES-CW41985,48 Hours Weekly,SMB-PRIME&BD-KAM-1,27-AUG-2026,Thursday,,,,Absent,,,Y,
OB60801,PT117601,MARIAM IBRAHIM IBRAHIM,OUTSOURCE,eMinds,SMB-41985,20085-SMB-SALES-CW41985,48 Hours Weekly,SMB-PRIME&BD-KAM-1,28-AUG-2026,Friday,28-AUG-2026 09:30:19 AM,28-AUG-2026 06:38:19 PM,09:08,Present,SHJ-HRB-L03-D040 LOBBY ENTRY,DXB-HQ-GF-GATE01 EXIT,,
OB60801,PT117601,MARIAM IBRAHIM IBRAHIM  ,OUTSOURCE,eMinds,SMB-41985,20085-SMB-SALES-CW41985,48 Hours Weekly,SMB-PRIME&BD-KAM-1,29-AUG-2026,Saturday,,,,Weekly Off,,,,
OB60801,PT117601,MARIAM IBRAHIM IBRAHIM,OUTSOURCE,eMinds,SMB-41985,20085-SMB-SALES-CW41985,48 Hours Weekly,SMB-PRIME&BD-KAM-1,30-AUG-2026,Sunday,,,,Weekly Off,,,,
OB60801,PT117601,MARIAM IBRAHIM IBRAHIM,OUTSOURCE,eMinds,SMB-41985,20085-SMB-SALES-CW41985,48 Hours Weekly,SMB-PRIME&BD-KAM-1,31-AUG-2026,Monday,31-AUG-2026 08:35:09 AM,31-AUG-2026 04:44:09 PM,08:09,Present,DXB-HQ-GF-GATE01 ENTRY,DXB-HQ-GF-GATE01 EXIT,,
OB60802,PT117602,OMAR SAMIR SAYED,OUTSOURCE,eMinds,CONSUMER-22011,20090-CONS-RETAIL-CW22011,45 Hours Weekly,SMB-GENERAL SHIFT,01-AUG-2026,Saturday,,,,Weekly Off,,,,
OB60802,PT117602,OMAR SAMIR SAYED,OUTSOURCE,eMinds,CONSUMER-22011,20090-CONS-RETAIL-CW22011,45 Hours Weekly,SMB-GENERAL SHIFT,02-AUG-2026,Sunday,,,,Weekly Off,,,,
OB60802,PT117602,OMAR SAMIR SAYED,OUTSOURCE,eMinds,CONSUMER-22011,20090-CONS-RETAIL-CW22011,45 Hours Weekly,SMB-GENERAL SHIFT,03-AUG-2026,Monday,03-AUG-2026 08:36:50 AM,03-AUG-2026 05:37:50 PM,09:01,Present,DXB-HQ-GF-GATE01 ENTRY,DXB-HQ-GF-GATE01 EXIT,,
OB60802,PT117602,OMAR SAMIR SAYED,OUTSOURCE,eMinds,CONSUMER-22011,20090-CONS-RETAIL-CW22011,45 Hours Weekly,SMB-GENERAL SHIFT,04-AUG-2026,Tuesday,04-AUG-2026 07:49:07 AM,04-AUG-2026 04:31:07 PM,08:42,Present,SHJ-HRB-L03-D040 LOBBY ENTRY,AUH-TWR-L01-D002 EXIT,,
OB60802,PT117602,OMAR SAMIR SAYED,OUTSOURCE,eMinds,CONSUMER-22011,20090-CONS-RETAIL-CW22011,45 Hours Weekly,SMB-GENERAL SHIFT,05-AUG-2026,Wednesday,05-AUG-2026 09:09:29 AM,05-AUG-2026 06:09:29 PM,09:00,Present,DXB-HQ-GF-GATE01 ENTRY,SHJ-MSCP-GF-GATE04-TS EXIT EXIT,,
OB60802,PT117602,OMAR SAMIR SAYED,OUTSOURCE,eMinds,CONSUMER-22011,20090-CONS-RETAIL-CW22011,45 Hours Weekly,SMB-GENERAL SHIFT,06-AUG-2026,Thursday,06-AUG-2026 09:50:18 AM,06-AUG-2026 08:45:18 PM,10:55,Present,AUH-TWR-L01-D002 ENTRY,SHJ-MSCP-GF-GATE04-TS EXIT EXIT,,
OB60802,PT117602,OMAR SAMIR SAYED,OUTSOURCE,eMinds,CONSUMER-22011,20090-CONS-RETAIL-CW22011,45 Hours Weekly,SMB-GENERAL SHIFT,07-AUG-2026,Friday,07-AUG-2026 08:37:51 AM,,,Present,DXB-HQ-GF-GATE01 ENTRY,,,
OB60802,PT117602,OMAR SAMIR SAYED,OUTSOURCE,eMinds,CONSUMER-22011,20090-CONS-RETAIL-CW22011,45 Hours Weekly,SMB-GENERAL SHIFT,08-AUG-2026,Saturday,,,,Weekly Off,,,,
OB60802,PT117602,OMAR SAMIR SAYED  ,OUTSOURCE,eMinds,CONSUMER-22011,20090-CONS-RETAIL-CW22011,45 Hours Weekly,SMB-GENERAL SHIFT,09-AUG-2026,Sunday,,,,Weekly Off,,,,
OB60802,PT117602,OMAR SAMIR SAYED,OUTSOURCE,eMinds,CONSUMER-22011,20090-CONS-RETAIL-CW22011,45 Hours Weekly,SMB-GENERAL SHIFT,10-AUG-2026,Monday,10-AUG-2026 07:02:11 AM,10-AUG-2026 03:12:11 PM,08:10,Present,SHJ-HRB-L03-D040 LOBBY ENTRY,AUH-TWR-L01-D002 EXIT,,
OB60802,PT117602,OMAR SAMIR SAYED  ,OUTSOURCE,eMinds,CONSUMER-22011,20090-CONS-RETAIL-CW22011,45 Hours Weekly,SMB-GENERAL SHIFT,11-AUG-2026,Tuesday,11-AUG-2026 07:51:46 AM,11-AUG-2026 05:06:46 PM,09:15,Present,DXB-HQ-GF-GATE01 ENTRY,SHJ-MSCP-GF-GATE04-TS EXIT EXIT,,
OB60802,PT117602,OMAR SAMIR SAYED,OUTSOURCE,eMinds,CONSUMER-22011,20090-CONS-RETAIL-CW22011,45 Hours Weekly,SMB-GENERAL SHIFT,12-AUG-2026,Wednesday,12-AUG-2026 09:27:00 AM,12-AUG-2026 06:58:00 PM,09:31,Present,AUH-TWR-L01-D002 ENTRY,AUH-TWR-L01-D002 EXIT,,
OB60802,PT117602,OMAR SAMIR SAYED,OUTSOURCE,eMinds,CONSUMER-22011,20090-CONS-RETAIL-CW22011,45 Hours Weekly,SMB-GENERAL SHIFT,13-AUG-2026,Thursday,13-AUG-2026 07:12:10 AM,13-AUG-2026 03:56:10 PM,08:44,Present,AUH-TWR-L01-D002 ENTRY,AUH-TWR-L01-D002 EXIT,,
OB60802,PT117602,OMAR SAMIR SAYED,OUTSOURCE,eMinds,CONSUMER-22011,20090-CONS-RETAIL-CW22011,45 Hours Weekly,SMB-GENERAL SHIFT,14-AUG-2026,Friday,14-AUG-2026 07:05:05 AM,14-AUG-2026 04:07:05 PM,09:02,Present,DXB-HQ-GF-GATE01 ENTRY,SHJ-MSCP-GF-GATE04-TS EXIT EXIT,,
OB60802,PT117602,OMAR SAMIR SAYED,OUTSOURCE,eMinds,CONSUMER-22011,20090-CONS-RETAIL-CW22011,45 Hours Weekly,SMB-GENERAL SHIFT,15-AUG-2026,Saturday,,,,Weekly Off,,,,
OB60802,PT117602,OMAR SAMIR SAYED,OUTSOURCE,eMinds,CONSUMER-22011,20090-CONS-RETAIL-CW22011,45 Hours Weekly,SMB-GENERAL SHIFT,16-AUG-2026,Sunday,,,,Weekly Off,,,,
OB60802,PT117602,OMAR SAMIR SAYED,OUTSOURCE,eMinds,CONSUMER-22011,20090-CONS-RETAIL-CW22011,45 Hours Weekly,SMB-GENERAL SHIFT,17-AUG-2026,Monday,17-AUG-2026 07:37:52 AM,17-AUG-2026 05:25:52 PM,09:48,Present,AUH-TWR-L01-D002 ENTRY,SHJ-MSCP-GF-GATE04-TS EXIT EXIT,,
OB60802,PT117602,OMAR SAMIR SAYED,OUTSOURCE,eMinds,CONSUMER-22011,20090-CONS-RETAIL-CW22011,45 Hours Weekly,SMB-GENERAL SHIFT,18-AUG-2026,Tuesday,18-AUG-2026 08:56:59 AM,18-AUG-2026 06:44:59 PM,09:48,Present,AUH-TWR-L01-D002 ENTRY,AUH-TWR-L01-D002 EXIT,,
OB60802,PT117602,OMAR SAMIR SAYED,OUTSOURCE,eMinds,CONSUMER-22011,20090-CONS-RETAIL-CW22011,45 Hours Weekly,SMB-GENERAL SHIFT,19-AUG-2026,Wednesday,19-AUG-2026 07:46:32 AM,19-AUG-2026 04:52:32 PM,09:06,Present,AUH-TWR-L01-D002 ENTRY,DXB-HQ-GF-GATE01 EXIT,,
OB60802,PT117602,OMAR SAMIR SAYED,OUTSOURCE,eMinds,CONSUMER-22011,20090-CONS-RETAIL-CW22011,45 Hours Weekly,SMB-GENERAL SHIFT,20-AUG-2026,Thursday,20-AUG-2026 08:55:23 AM,20-AUG-2026 05:35:23 PM,08:40,Present,DXB-HQ-GF-GATE01 ENTRY,DXB-HQ-GF-GATE01 EXIT,,
OB60802,PT117602,OMAR SAMIR SAYED  ,OUTSOURCE,eMinds,CONSUMER-22011,20090-CONS-RETAIL-CW22011,45 Hours Weekly,SMB-GENERAL SHIFT,21-AUG-2026,Friday,21-AUG-2026 09:10:45 AM,21-AUG-2026 05:11:45 PM,08:01,Present,AUH-TWR-L01-D002 ENTRY,AUH-TWR-L01-D002 EXIT,,
OB60802,PT117602,OMAR SAMIR SAYED,OUTSOURCE,eMinds,CONSUMER-22011,20090-CONS-RETAIL-CW22011,45 Hours Weekly,SMB-GENERAL SHIFT,22-AUG-2026,Saturday,,,,Weekly Off,,,,
